"Name","Date","VS","Score","ATS","O/U"
"Nets","16-May","CLE","W 123-109","W -13","O 225.5"
"Nets","15-May","CHI","W 105-91","W -11","U 231.5"
"Nets","12-May","SA","W 128-116","W -4.5","O 233.5"
"Nets","11-May","@ CHI","W 115-107","W -4.5","U 234.5"
"Nets","8-May","@ DEN","W 125-119","W -4","O 232"
"Nets","6-May","@ DAL","L 109-113","L -2.5","U 235.5"
"Nets","4-May","@ MIL","L 118-124","L 3","U 243"
"Nets","2-May","@ MIL","L 114-117","L 2.5","U 242.5"
"Nets","30-Apr","POR","L 109-128","L 3","U 241.5"
"Nets","29-Apr","@ IND","W 130-113","W -5","O 242"
"Nets","27-Apr","@ TOR","W 116-103","W -4.5","U 232.5"
"Nets","25-Apr","PHO","W 128-119","W -1","O 231.5"
"Nets","23-Apr","BOS","W 109-104","W -3.5","U 225.5"
"Nets","21-Apr","@ TOR","L 103-114","L 4.5","U 232"
"Nets","20-Apr","@ NO","W 134-129","W 3","O 235"
"Nets","18-Apr","@ MIA","L 107-109","L -5","U 223.5"
"Nets","16-Apr","CHA","W 130-115","W -12","O 224"
"Nets","14-Apr","@ PHI","L 117-123","W 9","O 225"
"Nets","13-Apr","@ MIN","W 127-97","W -7.5","U 232.5"
"Nets","10-Apr","LAL","L 101-126","L -11.5","O 223"
"Nets","7-Apr","NO","W 139-111","W -8.5","O 234"
"Nets","5-Apr","NY","W 114-112","L -6.5","O 217.5"
"Nets","4-Apr","@ CHI","L 107-115","L -2.5","U 223.5"
"Nets","1-Apr","CHA","W 111-89","W -2.5","U 223.5"
"Nets","31-Mar","HOU","W 120-108","L -12.5","U 229"
"Nets","29-Mar","MIN","W 112-107","L -10.5","U 239.5"
"Nets","26-Mar","@ DET","W 113-111","L -6.5","O 217.5"
"Nets","24-Mar","@ UTA","L 88-118","L 13","U 227.5"
"Nets","23-Mar","@ POR","W 116-112","W 2","U 232"
"Nets","21-Mar","WAS","W 113-106","L -9","U 248.5"
"Nets","19-Mar","@ ORL","L 113-121","L -10.5","O 225.5"
"Nets","17-Mar","@ IND","W 124-115","W 1.5","O 229.5"
"Nets","15-Mar","NY","W 117-112","L -8.5","O 223.5"
"Nets","13-Mar","DET","W 100-95","L -11","U 226"
"Nets","11-Mar","BOS","W 121-109","W -2.5","U 232"
"Nets","3-Mar","@ HOU","W 132-114","W -10.5","O 226.5"
"Nets","1-Mar","@ SA","W 124-113 (OT)","W -4","O 233.5"
"Nets","27-Feb","DAL","L 98-115","L 1","U 233.5"
"Nets","25-Feb","ORL","W 129-92","W -8.5","U 229.5"
"Nets","23-Feb","SAC","W 127-118","W -5.5","O 241.5"
"Nets","21-Feb","@ LAC","W 112-108","W 6.5","U 235"
"Nets","18-Feb","@ LAL","W 109-98","W 3","U 230.5"
"Nets","16-Feb","@ PHO","W 128-124","W 8","O 227"
"Nets","15-Feb","@ SAC","W 136-125","W -4.5","O 243"
"Nets","13-Feb","@ GS","W 134-117","W -3","O 246"
"Nets","10-Feb","IND","W 104-94","W 1.5","U 234.5"
"Nets","9-Feb","@ DET","L 111-122","L -5.5","O 228.5"
"Nets","6-Feb","@ PHI","L 108-124","L 7.5","U 233"
"Nets","5-Feb","TOR","L 117-123","L -5.5","O 239.5"
"Nets","2-Feb","LAC","W 124-120","W 1.5","O 241.5"
"Nets","31-Jan","@ WAS","L 146-149","L -5.5","O 245"
"Nets","29-Jan","@ OKC","W 147-125","W -7.5","O 230.5"
"Nets","27-Jan","@ ATL","W 132-128 (OT)","L -6","O 237.5"
"Nets","25-Jan","MIA","W 98-85","W -7","U 236.5"
"Nets","23-Jan","MIA","W 128-124","L -8","O 232"
"Nets","22-Jan","@ CLE","L 113-125","L -6.5","O 223.5"
"Nets","20-Jan","@ CLE","L 135-147 (OT)","L -10.5","O 226"
"Nets","18-Jan","MIL","W 125-123","W 4","O 239.5"
"Nets","16-Jan","ORL","W 122-115","L -9","O 226"
"Nets","13-Jan","@ NY","W 116-109","W -2.5","O 217"
"Nets","12-Jan","DEN","W 122-116","W -1.5","O 231.5"
"Nets","10-Jan","OKC","L 116-129","L -8","O 224.5"
"Nets","8-Jan","@ MEM","L 110-115","L 1","O 218.5"
"Nets","7-Jan","PHI","W 122-109","W 4","O 222"
"Nets","5-Jan","UTA","W 130-96","W 4.5","O 224.5"
"Nets","3-Jan","WAS","L 122-123","L -7.5","O 241.5"
"Nets","1-Jan","ATL","L 96-114","L -6.5","U 245"
"Nets","30-Dec","ATL","W 145-141","L -5.5","O 240"
"Nets","28-Dec","MEM","L 111-116 (OT)","L 1.5","U 227.5"
"Nets","27-Dec","@ CHA","L 104-106","L -11","U 233"
"Nets","25-Dec","@ BOS","W 123-95","W -3","U 229.5"
"Nets","22-Dec","GS","W 125-99","W -7.5","U 235"
"Nets","10-Apr","IND","W 134-126","L -16.5","O 245"
"Nets","8-Apr","CLE","W 118-107","W -8.5","U 232.5"
"Nets","6-Apr","@ NY","W 110-98","W -6.5","U 229.5"
"Nets","5-Apr","HOU","W 118-105","L -17","U 244.5"
"Nets","2-Apr","@ ATL","L 115-122","L -2.5","U 243.5"
"Nets","31-Mar","MIL","L 119-120 (OT)","L -2","U 243"
"Nets","29-Mar","DET","W 130-123","L -14","O 234"
"Nets","27-Mar","CHA","L 110-119","L -7","U 238"
"Nets","26-Mar","@ MIA","W 110-95","W -2.5","U 231"
"Nets","23-Mar","@ MEM","L 120-132","L 1","O 237.5"
"Nets","21-Mar","UTA","W 114-106","W 2","U 230"
"Nets","18-Mar","POR","W 128-123","L -14.5","O 229"
"Nets","16-Mar","DAL","L 111-113","W 3","O 222"
"Nets","15-Mar","@ ORL","W 150-108","W -10","O 232.5"
"Nets","13-Mar","NY","W 110-107","L -5","U 224.5"
"Nets","10-Mar","@ PHI","W 129-100","W 4","U 236.5"
"Nets","8-Mar","@ CHA","W 132-121","W -4.5","O 240"
"Nets","6-Mar","@ BOS","L 120-126","L 5.5","O 226"
"Nets","3-Mar","MIA","L 107-113","L -3","U 224"
"Nets","1-Mar","@ TOR","L 108-109","W 8","U 219.5"
"Nets","28-Feb","TOR","L 97-133","L 2.5","O 216.5"
"Nets","26-Feb","@ MIL","W 126-123","W 9.5","O 238.5"
"Nets","24-Feb","BOS","L 106-129","L 8.5","O 213.5"
"Nets","17-Feb","WAS","L 103-117","L -5","O 213.5"
"Nets","16-Feb","@ NY","W 111-106","W 4.5","O 215"
"Nets","14-Feb","SAC","W 109-85","W 2","U 229.5"
"Nets","12-Feb","@ MIA","L 111-115","W 11","O 222.5"
"Nets","10-Feb","@ WAS","L 112-113","P 1","O 219"
"Nets","8-Feb","BOS","L 91-126","L 10.5","O 214"
"Nets","6-Feb","@ DEN","L 104-124","L 8","P 228"
"Nets","4-Feb","@ UTA","L 102-125","L 5.5","U 228"
"Nets","2-Feb","@ SAC","L 101-112","L -5","U 231"
"Nets","1-Feb","@ PHO","L 111-121","L 7","O 230.5"
"Nets","29-Jan","@ GS","L 106-110","W 10.5","U 226.5"
"Nets","26-Jan","DEN","L 118-124","P 6","O 218.5"
"Nets","25-Jan","LAL","L 96-106","L 3.5","U 224.5"
"Nets","23-Jan","@ MIN","L 125-136","L 3","O 237"
"Nets","21-Jan","@ SA","W 117-102","W -1","U 235"
"Nets","19-Jan","@ WAS","W 119-118","W 1","O 236"
"Nets","17-Jan","@ CLE","L 107-114","L 4","U 222"
"Nets","15-Jan","NO","W 120-105","W -5.5","U 230"
"Nets","13-Jan","OKC","L 109-130","L -5.5","O 216"
"Nets","12-Jan","@ CHI","W 138-112","W -1.5","O 238"
"Nets","10-Jan","@ POR","L 108-114","L -8.5","U 226"
"Nets","9-Jan","SA","W 121-119 (OT)","L -9.5","O 232.5"
"Nets","7-Jan","MIL","L 109-121","L -4.5","U 232.5"
"Nets","5-Jan","@ IND","W 129-121","L -8.5","O 224.5"
"Nets","3-Jan","MEM","L 104-118","L -6.5","U 229.5"
"Nets","1-Jan","LAC","L 116-120","L -14","O 221"
"Nets","30-Dec","PHI","L 102-110","L -5","U 221"
"Nets","27-Dec","@ LAC","W 124-108","W -3.5","O 215"
"Nets","25-Dec","@ LAL","W 122-115","W 2.5","O 222"
"Nets","18-Dec","ORL","L 93-100","L -5","U 211.5"
"Nets","16-Dec","PHI","W 114-105","W 3","O 217"
"Nets","14-Dec","TOR","W 131-129 (OT)","L -4.5","O 217"
"Nets","12-Dec","@ DET","W 116-104","W -7","O 211.5"
"Nets","10-Dec","@ ATL","W 113-105","W 2","U 228"
"Nets","8-Dec","@ HOU","L 104-114","L -3.5","U 223.5"
"Nets","7-Dec","@ DAL","W 102-99","W -1.5","U 221"
"Nets","4-Dec","CHI","L 107-111","L -2.5","U 223"
"Nets","3-Dec","MIN","W 110-105","L -9","U 219.5"
"Nets","30-Nov","NY","W 112-110","L -6","O 215.5"
"Nets","27-Nov","PHO","L 107-113","L -1.5","U 225.5"
"Nets","24-Nov","@ BOS","W 123-104","W 1.5","O 217.5"
"Nets","22-Nov","@ CLE","W 117-112","L -5.5","O 208"
"Nets","19-Nov","ORL","W 115-113","L -9.5","O 209"
"Nets","17-Nov","CLE","W 109-99","W -9.5","O 206.5"
"Nets","16-Nov","GS","L 99-117","L -3","U 223"
"Nets","14-Nov","@ OKC","W 120-96","W -9","O 215.5"
"Nets","12-Nov","@ NO","W 120-112","L -9","O 215.5"
"Nets","10-Nov","@ ORL","W 123-90","W -10","O 211"
"Nets","8-Nov","@ CHI","L 95-118","L -1","U 217"
"Nets","7-Nov","@ TOR","W 116-103","W -3.5","O 211"
"Nets","5-Nov","@ DET","W 96-90","L -9.5","U 211"
"Nets","3-Nov","ATL","W 117-108","W -4.5","O 221"
"Nets","31-Oct","DET","W 117-91","W -12","U 211.5"
"Nets","29-Oct","IND","W 105-98","L -8.5","U 223.5"
"Nets","27-Oct","MIA","L 93-106","L -3.5","U 218.5"
"Nets","25-Oct","WAS","W 104-90","W -5.5","U 228.5"
"Nets","24-Oct","CHA","L 95-111","L -9.5","U 232.5"
"Nets","22-Oct","@ PHI","W 114-109","W -1.5","U 224"
"Nets","19-Oct","@ MIL","L 104-127","L 1.5","U 234"
"Nets","9-Apr","PHI","L 105-134","L -1","O 220"
"Nets","7-Apr","ORL","W 101-84","W -9.5","U 221.5"
"Nets","5-Apr","@ DET","W 123-108","W -11.5","O 218"
"Nets","4-Apr","MIN","L 102-107","L 2.5","U 224.5"
"Nets","2-Apr","UTA","W 111-110","L -7.5","U 230"
"Nets","31-Mar","ATL","W 124-107","W 1.5","U 240"
"Nets","29-Mar","HOU","W 123-114","L -10.5","O 230.5"
"Nets","26-Mar","@ ORL","L 106-119","L 1.5","U 226.5"
"Nets","25-Mar","@ MIA","W 129-100","W 5.5","O 221.5"
"Nets","23-Mar","CLE","L 114-116","W 3.5","O 219.5"
"Nets","21-Mar","CLE","L 109-115","L 4","O 217.5"
"Nets","19-Mar","DEN","L 102-108","L 3","U 229"
"Nets","16-Mar","SAC","L 96-101","L -3","U 238.5"
"Nets","14-Mar","@ OKC","L 107-121","L 1","U 232"
"Nets","12-Mar","@ DEN","W 122-120","W 9","O 229"
"Nets","10-Mar","@ MIN","W 124-123 (OT)","W 4.5","O 226.5"
"Nets","9-Mar","@ MIL","L 113-118","W 9.5","U 234"
"Nets","7-Mar","@ HOU","W 118-96","W -6.5","U 230"
"Nets","5-Mar","CHA","W 102-86","W -8","U 229.5"
"Nets","3-Mar","@ BOS","W 115-105","W 10","U 227.5"
"Nets","1-Mar","@ NY","L 118-142","L 7.5","O 223.5"
"Nets","28-Feb","MIL","L 104-118","L 6.5","U 231.5"
"Nets","26-Feb","@ ATL","L 127-129","W 6.5","O 233"
"Nets","24-Feb","@ CHI","L 87-131","L 2","U 223"
"Nets","15-Feb","MIA","W 116-105","W -1.5","O 209.5"
"Nets","13-Feb","@ NY","L 106-124","L 3","O 218"
"Nets","11-Feb","PHI","L 98-101","L 1.5","U 223.5"
"Nets","9-Feb","CHI","W 116-105","W 3","U 227"
"Nets","7-Feb","PHO","L 112-116","W 7","O 224.5"
"Nets","6-Feb","LAC","L 116-124","W 8.5","O 221.5"
"Nets","4-Feb","WAS","W 125-123","W 1","O 223"
"Nets","1-Feb","@ BOS","L 96-139","L 9","O 224"
"Nets","30-Jan","LAL","W 121-104","W -9","U 232"
"Nets","28-Jan","NY","W 122-115","W 1.5","O 224"
"Nets","26-Jan","DET","L 122-130","L -8","O 235"
"Nets","25-Jan","@ PHI","L 133-137","W 7","O 225"
"Nets","22-Jan","@ GS","W 120-116","W 7.5","P 236"
"Nets","20-Jan","@ UTA","W 117-106","W 5","U 233"
"Nets","19-Jan","@ PHO","L 112-117","L -3.5","O 221.5"
"Nets","17-Jan","@ SA","L 98-106","L -2.5","U 229"
"Nets","15-Jan","OKC","L 102-112","L -4.5","U 229.5"
"Nets","12-Jan","BOS","L 98-109","L 1","U 224.5"
"Nets","8-Jan","@ MIA","W 102-101","L -2","U 223"
"Nets","6-Jan","@ NO","W 108-102","W -4.5","U 232.5"
"Nets","4-Jan","@ CHI","L 112-121","L -5","U 234.5"
"Nets","2-Jan","SA","W 139-103","W -11.5","O 237.5"
"Nets","31-Dec","@ CHA","W 123-106","W -6","U 238.5"
"Nets","28-Dec","@ ATL","W 108-107","L -7","U 229.5"
"Nets","26-Dec","@ CLE","W 125-117","W 2","O 221"
"Nets","23-Dec","MIL","W 118-100","W -2.5","U 230.5"
"Nets","21-Dec","GS","W 143-113","W -10.5","O 223"
"Nets","18-Dec","@ DET","W 124-121","L -8.5","O 228"
"Nets","16-Dec","@ TOR","W 119-116","W -1","O 223.5"
"Nets","12-Dec","@ WAS","W 112-100","W -5.5","U 227"
"Nets","10-Dec","@ IND","W 136-133","W 8.5","O 226.5"
"Nets","9-Dec","ATL","W 120-116","L -7.5","O 232.5"
"Nets","7-Dec","CHA","W 122-116","L -10.5","O 223.5"
"Nets","4-Dec","BOS","L 92-103","L 2.5","U 229"
"Nets","2-Dec","TOR","W 114-105","W -1.5","U 223"
"Nets","30-Nov","WAS","W 113-107","P -6","U 227.5"
"Nets","28-Nov","ORL","W 109-102","L -11.5","U 223.5"
"Nets","27-Nov","POR","W 111-97","W -8","U 223"
"Nets","25-Nov","@ IND","L 117-128","L -3.5","O 234"
"Nets","23-Nov","@ TOR","W 112-98","W -2.5","U 222.5"
"Nets","22-Nov","@ PHI","L 106-115","L -8","O 216.5"
"Nets","20-Nov","MEM","W 127-115","W -7.5","O 224"
"Nets","17-Nov","@ POR","W 109-107","W 2.5","U 220.5"
"Nets","15-Nov","@ SAC","L 121-153","L 1.5","O 226.5"
"Nets","13-Nov","@ LAL","L 103-116","L -5","O 218"
"Nets","12-Nov","@ LAC","W 110-95","W 1.5","U 212"
"Nets","9-Nov","NY","W 112-85","W -3.5","U 221"
"Nets","7-Nov","@ DAL","L 94-96","W 6","U 216"
"Nets","5-Nov","@ CHA","W 98-94","P -4","U 223"
"Nets","4-Nov","@ WAS","W 128-86","W 3","U 223"
"Nets","1-Nov","CHI","L 99-108","L -2","U 232.5"
"Nets","31-Oct","IND","W 116-109","L -8","U 236.5"
"Nets","29-Oct","IND","L 116-125","L -11","O 239.5"
"Nets","27-Oct","DAL","L 125-129 (OT)","L 2.5","O 226"
"Nets","26-Oct","@ MIL","L 99-110","L 3","U 228.5"
"Nets","24-Oct","@ MEM","L 124-134","L 1","O 235.5"
"Nets","21-Oct","TOR","W 109-105","W -2.5","U 226"
"Nets","19-Oct","NO","L 108-130","L -3","O 232.5"
"Celtics","16-May","@ NY","L 92-96","W 12","U 211.5"
"Celtics","15-May","@ MIN","W 124-108","W 5","U 233.5"
"Celtics","12-May","@ CLE","L 94-102","L -6","U 222.5"
"Celtics","11-May","MIA","L 121-129","L 1","O 224.5"
"Celtics","9-May","MIA","L 124-130","L -1","O 222"
"Celtics","7-May","@ CHI","L 99-121","L -4","U 226.5"
"Celtics","5-May","@ ORL","W 132-96","W -12.5","O 221"
"Celtics","2-May","POR","L 119-129","L 1","O 234"
"Celtics","30-Apr","SA","W 143-140 (OT)","L -5","O 223"
"Celtics","28-Apr","CHA","W 120-111","W -6.5","O 215"
"Celtics","27-Apr","OKC","L 115-119","L -11","O 215.5"
"Celtics","25-Apr","@ CHA","L 104-125","L -8","O 211.5"
"Celtics","23-Apr","@ BK","L 104-109","L 3.5","U 225.5"
"Celtics","22-Apr","PHO","W 99-86","W 1.5","U 220.5"
"Celtics","19-Apr","CHI","L 96-102","L -4.5","U 212"
"Celtics","17-Apr","GS","W 119-114","W -3","O 226"
"Celtics","15-Apr","@ LAL","W 121-113","W -7.5","O 212"
"Celtics","13-Apr","@ POR","W 116-115","W 1","O 230"
"Celtics","11-Apr","@ DEN","W 105-87","W 3.5","U 220.5"
"Celtics","9-Apr","MIN","W 145-136 (OT)","P -9","O 227.5"
"Celtics","7-Apr","NY","W 101-99","L -3","U 208"
"Celtics","6-Apr","PHI","L 96-106","L -1","U 221.5"
"Celtics","4-Apr","CHA","W 116-86","W -9.5","U 217"
"Celtics","2-Apr","HOU","W 118-102","W -12","U 223"
"Celtics","31-Mar","DAL","L 108-113","L -1","U 224.5"
"Celtics","29-Mar","NO","L 109-115","L -3","U 229.5"
"Celtics","27-Mar","@ OKC","W 111-94","W -6.5","U 217"
"Celtics","26-Mar","@ MIL","W 122-114","W 6","O 235"
"Celtics","24-Mar","@ MIL","L 119-121","W 7","O 231"
"Celtics","22-Mar","@ MEM","L 126-132 (OT)","L 4.5","O 219"
"Celtics","21-Mar","ORL","W 112-96","W -9","U 215.5"
"Celtics","19-Mar","SAC","L 96-107","L -7","U 232.5"
"Celtics","17-Mar","@ CLE","L 110-117","L -7.5","O 212.5"
"Celtics","16-Mar","UTA","L 109-117","L 3.5","U 229"
"Celtics","14-Mar","@ HOU","W 134-107","W -10.5","O 222"
"Celtics","11-Mar","@ BK","L 109-121","L 2.5","U 232"
"Celtics","4-Mar","TOR","W 132-125","L -8.5","O 221.5"
"Celtics","2-Mar","LAC","W 117-112","W 4.5","O 221.5"
"Celtics","28-Feb","WAS","W 111-110","L -6.5","U 232.5"
"Celtics","26-Feb","IND","W 118-112","W -2.5","O 219"
"Celtics","24-Feb","@ ATL","L 112-127","L -1","O 221"
"Celtics","23-Feb","@ DAL","L 107-110","L -2.5","U 222.5"
"Celtics","21-Feb","@ NO","L 115-120 (OT)","L -2.5","O 230"
"Celtics","19-Feb","ATL","W 121-109","W -4.5","O 226"
"Celtics","17-Feb","ATL","L 114-122","L -1.5","O 222"
"Celtics","16-Feb","DEN","W 112-99","W -2","U 222"
"Celtics","14-Feb","@ WAS","L 91-104","L -6.5","U 229"
"Celtics","12-Feb","DET","L 102-108","L -7","U 211"
"Celtics","11-Feb","TOR","W 120-106","W -2.5","O 219"
"Celtics","9-Feb","@ UTA","L 108-122","L 5.5","O 221.5"
"Celtics","7-Feb","@ PHO","L 91-100","L 3","U 215"
"Celtics","5-Feb","@ LAC","W 119-115","W 5.5","O 219"
"Celtics","3-Feb","@ SAC","L 111-116","L 1.5","O 224"
"Celtics","2-Feb","@ GS","W 111-107","W -2.5","U 227"
"Celtics","30-Jan","LAL","L 95-96","W 3.5","U 217.5"
"Celtics","27-Jan","@ SA","L 106-110","L -4.5","U 224.5"
"Celtics","25-Jan","@ CHI","W 119-103","W -4","U 227.5"
"Celtics","24-Jan","CLE","W 141-103","W -6","O 213"
"Celtics","22-Jan","@ PHI","L 110-122","L 4.5","O 220.5"
"Celtics","20-Jan","@ PHI","L 109-117","L 4.5","O 220"
"Celtics","17-Jan","NY","L 75-105","L -7","U 210"
"Celtics","15-Jan","ORL","W 124-97","W -4","O 213.5"
"Celtics","8-Jan","WAS","W 116-107","W -3.5","U 237.5"
"Celtics","6-Jan","@ MIA","W 107-105","W 2.5","U 217.5"
"Celtics","4-Jan","@ TOR","W 126-114","W 6.5","O 217"
"Celtics","3-Jan","@ DET","W 122-120","L -8","O 212.5"
"Celtics","1-Jan","@ DET","L 93-96","L -8.5","U 213.5"
"Celtics","30-Dec","MEM","W 126-107","W -7","O 218"
"Celtics","29-Dec","@ IND","W 116-111","W 1.5","O 219.5"
"Celtics","27-Dec","@ IND","L 107-108","L -2.5","U 220"
"Celtics","25-Dec","BK","L 95-123","L 3","U 229.5"
"Celtics","23-Dec","MIL","W 122-121","W 4.5","O 223"
"Celtics","10-Apr","@ MEM","W 139-110","W -9","O 225"
"Celtics","7-Apr","@ MIL","L 121-127","W 8","O 227"
"Celtics","6-Apr","@ CHI","W 117-94","W -8","U 225.5"
"Celtics","3-Apr","WAS","W 144-102","W -13","O 221.5"
"Celtics","1-Apr","IND","W 128-123","L -15","O 226.5"
"Celtics","30-Mar","MIA","L 98-106","L -5","U 213.5"
"Celtics","28-Mar","@ TOR","L 112-115 (OT)","W 8.5","O 211.5"
"Celtics","27-Mar","MIN","W 134-112","W -6","O 230"
"Celtics","23-Mar","UTA","W 125-97","W -5","O 215.5"
"Celtics","21-Mar","@ OKC","W 132-123","L -13","O 215.5"
"Celtics","20-Mar","@ DEN","W 124-104","W -3","O 221"
"Celtics","18-Mar","@ SAC","W 126-97","W -10.5","O 220"
"Celtics","16-Mar","@ GS","W 110-88","W 1.5","U 220.5"
"Celtics","13-Mar","DAL","L 92-95","L -6.5","U 213.5"
"Celtics","11-Mar","DET","W 114-103","L -14","O 215.5"
"Celtics","9-Mar","@ CHA","W 115-101","W -6.5","U 224.5"
"Celtics","6-Mar","BK","W 126-120","W -5.5","O 226"
"Celtics","3-Mar","MEM","W 120-107","W -2","O 222.5"
"Celtics","1-Mar","ATL","W 107-98","W -6.5","U 226.5"
"Celtics","27-Feb","@ IND","L 107-128","L -9.5","O 226.5"
"Celtics","26-Feb","@ DET","W 113-104","L -12.5","P 217"
"Celtics","24-Feb","@ BK","W 129-106","W -8.5","O 213.5"
"Celtics","16-Feb","DET","L 111-112","L -12","O 213.5"
"Celtics","15-Feb","@ PHI","W 135-87","W -2","O 209"
"Celtics","13-Feb","ATL","W 105-95","W -7.5","U 224"
"Celtics","11-Feb","DEN","W 108-102","L -7","U 218.5"
"Celtics","8-Feb","@ BK","W 126-91","W -10.5","O 214"
"Celtics","6-Feb","@ ORL","W 116-83","W -9","U 214.5"
"Celtics","4-Feb","@ DET","W 102-93","L -11","U 214.5"
"Celtics","2-Feb","CHA","W 113-107","L -6.5","U 224.5"
"Celtics","31-Jan","MIA","W 122-92","W -6.5","O 209.5"
"Celtics","29-Jan","@ NO","W 107-97","W -7","U 215"
"Celtics","28-Jan","@ ATL","L 92-108","L 1.5","U 217.5"
"Celtics","25-Jan","SAC","W 128-75","W -9","U 218.5"
"Celtics","23-Jan","@ WAS","W 116-87","W -2.5","U 217.5"
"Celtics","21-Jan","POR","L 105-109","L -8.5","O 211.5"
"Celtics","19-Jan","CHA","L 102-111","L -3","U 222.5"
"Celtics","17-Jan","NO","W 104-92","W -4","U 214.5"
"Celtics","15-Jan","CHI","W 114-112","L -7.5","O 214.5"
"Celtics","14-Jan","@ PHI","L 99-111","L 3","O 207.5"
"Celtics","12-Jan","@ IND","W 119-100","W 1","O 210.5"
"Celtics","10-Jan","IND","W 101-98 (OT)","L -9","U 212"
"Celtics","8-Jan","NY","W 99-75","W -7.5","U 205"
"Celtics","6-Jan","@ NY","L 105-108","L -2","O 207"
"Celtics","5-Jan","SA","L 97-99","L -7.5","U 222.5"
"Celtics","2-Jan","ORL","W 116-111 (OT)","L -10","O 213"
"Celtics","31-Dec","PHO","W 123-108","W 3.5","O 217"
"Celtics","29-Dec","LAC","L 82-91","L -6","U 210.5"
"Celtics","27-Dec","@ MIN","L 103-108","L -5","U 214.5"
"Celtics","25-Dec","@ MIL","L 113-117","W 7.5","O 221.5"
"Celtics","22-Dec","CLE","W 111-101","W -6.5","U 217"
"Celtics","20-Dec","PHI","L 103-108","L -3","U 214"
"Celtics","18-Dec","NY","W 114-107","W -6","O 209"
"Celtics","17-Dec","GS","L 107-111","P 4","O 216"
"Celtics","13-Dec","MIL","W 117-103","W 1","U 223"
"Celtics","10-Dec","@ PHO","L 90-111","L 3","U 214"
"Celtics","8-Dec","@ LAC","L 111-114","L -1","O 208.5"
"Celtics","7-Dec","@ LAL","L 102-117","L 3.5","U 220"
"Celtics","4-Dec","@ POR","W 145-117","W 1","O 211.5"
"Celtics","3-Dec","@ UTA","L 130-137","W 8","O 209.5"
"Celtics","1-Dec","PHI","W 88-87","L -3","U 206.5"
"Celtics","28-Nov","@ TOR","W 109-97","W -2","U 207"
"Celtics","26-Nov","@ SA","L 88-96","L -4.5","U 213.5"
"Celtics","24-Nov","BK","L 104-123","L -1.5","O 217.5"
"Celtics","22-Nov","HOU","W 108-90","W -12","U 213.5"
"Celtics","20-Nov","OKC","W 111-105","L -9.5","O 205"
"Celtics","19-Nov","LAL","W 130-108","W -1","O 213"
"Celtics","17-Nov","@ ATL","L 99-110","L 5","U 216.5"
"Celtics","15-Nov","@ CLE","W 98-92","W -4.5","U 198.5"
"Celtics","13-Nov","@ CLE","L 89-91","W 2.5","U 202"
"Celtics","12-Nov","MIL","W 122-113 (OT)","W -5.5","O 209"
"Celtics","10-Nov","TOR","W 104-88","W -3","U 206"
"Celtics","6-Nov","@ DAL","L 104-107","W 3.5","P 211"
"Celtics","4-Nov","@ MIA","W 95-78","W 6.5","U 213.5"
"Celtics","3-Nov","@ ORL","W 92-79","W -7","U 213"
"Celtics","1-Nov","CHI","L 114-128","L -3","O 215.5"
"Celtics","30-Oct","@ WAS","L 112-115 (OT)","L 2","O 224"
"Celtics","27-Oct","WAS","L 107-116","L -4","U 223.5"
"Celtics","25-Oct","@ CHA","W 140-129 (OT)","W -1.5","O 225"
"Celtics","24-Oct","@ HOU","W 107-97","W -5.5","U 221.5"
"Celtics","22-Oct","TOR","L 83-115","L -7","U 217.5"
"Celtics","20-Oct","@ NY","L 134-138 (OT)","L 2.5","O 220"
"Celtics","9-Apr","ATL","W 120-114","W -4.5","O 223.5"
"Celtics","7-Apr","TOR","W 121-102","W 1.5","O 222.5"
"Celtics","5-Apr","TOR","W 97-93","W 2","U 223.5"
"Celtics","4-Apr","@ PHI","L 101-103","W 3.5","U 226"
"Celtics","31-Mar","UTA","W 122-114","L -13","O 233.5"
"Celtics","30-Mar","@ MIL","W 140-99","W 2","O 237.5"
"Celtics","28-Mar","@ WAS","L 111-130","L -10.5","O 222.5"
"Celtics","26-Mar","SA","W 137-93","W -16.5","U 232"
"Celtics","24-Mar","IND","W 120-95","W -11","U 236.5"
"Celtics","21-Mar","@ SAC","W 132-109","W -5","O 238.5"
"Celtics","18-Mar","@ UTA","L 117-118","L -4.5","O 233"
"Celtics","17-Mar","@ POR","W 126-112","W -6.5","O 234.5"
"Celtics","15-Mar","@ MIN","W 104-102","L -4","U 231.5"
"Celtics","13-Mar","@ HOU","L 109-111","L -13","U 233"
"Celtics","11-Mar","@ ATL","W 134-125","W -5","O 238.5"
"Celtics","8-Mar","POR","W 115-93","W -9.5","U 231"
"Celtics","6-Mar","@ CLE","L 114-118 (OT)","W 7.5","O 219"
"Celtics","5-Mar","NY","L 129-131 (OT)","L -6.5","O 224.5"
"Celtics","3-Mar","BK","L 105-115","L -10","U 227.5"
"Celtics","1-Mar","CLE","W 117-113","L -4.5","O 219"
"Celtics","27-Feb","@ NY","L 94-109","L -2","U 223.5"
"Celtics","25-Feb","@ PHI","W 110-107","W -1","U 226"
"Celtics","23-Feb","@ IND","W 142-138 (OT)","L -7.5","O 233.5"
"Celtics","15-Feb","DET","W 127-109","W -11.5","O 228.5"
"Celtics","14-Feb","@ MIL","L 125-131 (OT)","W 9.5","O 226.5"
"Celtics","12-Feb","MEM","W 119-109","W -3","O 225.5"
"Celtics","10-Feb","CHA","W 127-116","W -10.5","O 227"
