"Name","Date","VS","Score","ATS","O/U"
"Bucks","8-Jan","@ CHA","L 106-114","L 1.5","U 235.5"
"Bucks","7-Jan","@ BK","W 121-109","W 4.5","U 232.5"
"Bucks","5-Jan","TOR","L 111-117","L -2.5","O 221"
"Bucks","3-Jan","DET","L 106-115","L -17","U 226.5"
"Bucks","1-Jan","NO","W 136-113","W -12.5","O 221.5"
"Bucks","30-Dec","@ ORL","W 136-118","W -14","O 217.5"
"Bucks","28-Dec","@ ORL","W 127-110","W -15","O 216.5"
"Bucks","25-Dec","BOS","W 117-113","L -7.5","O 221.5"
"Bucks","23-Dec","@ DAL","W 102-95","W -3.5","U 208.5"
"Bucks","22-Dec","HOU","W 126-106","W -8.5","O 225"
"Bucks","18-Dec","CLE","L 90-119","L 6","U 211"
"Bucks","17-Dec","@ NO","L 112-116 (OT)","L 1.5","O 214.5"
"Bucks","15-Dec","IND","W 114-99","W 3","U 215"
"Bucks","13-Dec","@ BOS","L 103-117","L -1","U 223"
"Bucks","12-Dec","@ NY","W 112-97","W -6","U 216.5"
"Bucks","10-Dec","@ HOU","W 123-114","L -9.5","O 228"
"Bucks","8-Dec","@ MIA","L 104-113","L -6.5","U 218"
"Bucks","6-Dec","CLE","W 112-104","L -8.5","O 215"
"Bucks","4-Dec","MIA","W 124-102","W -6.5","O 210"
"Bucks","2-Dec","@ TOR","L 93-97","L 1","U 217"
"Bucks","1-Dec","CHA","W 127-125","L -9","O 231"
"Bucks","28-Nov","@ IND","W 118-100","W -2","O 217"
"Bucks","26-Nov","@ DEN","W 120-109","W -6.5","O 215"
"Bucks","24-Nov","DET","W 114-93","W -15","U 213.5"
"Bucks","22-Nov","ORL","W 123-92","W -13.5","U 218.5"
"Bucks","20-Nov","ORL","W 117-108","L -12.5","O 216"
"Bucks","19-Nov","OKC","W 96-89","L -13","U 216"
"Bucks","17-Nov","LAL","W 109-102","L -9","U 223"
"Bucks","14-Nov","@ ATL","L 100-120","L 2.5","U 224"
"Bucks","12-Nov","@ BOS","L 113-122 (OT)","L 5.5","O 209"
"Bucks","10-Nov","@ NY","W 112-100","W 3.5","U 216"
"Bucks","9-Nov","@ PHI","W 118-109","W -7","O 215"
"Bucks","7-Nov","@ WAS","L 94-101","L -1","U 220"
"Bucks","5-Nov","NY","L 98-113","L -3.5","U 216.5"
"Bucks","2-Nov","@ DET","W 117-89","W -4.5","U 212"
"Bucks","31-Oct","UTA","L 95-107","L 4.5","U 222.5"
"Bucks","30-Oct","SA","L 93-102","L -7","U 223"
"Bucks","27-Oct","MIN","L 108-113","L -6","U 231.5"
"Bucks","25-Oct","@ IND","W 119-109","W -1","U 229"
"Bucks","23-Oct","@ SA","W 121-111","W -6","O 226"
"Bucks","21-Oct","@ MIA","L 95-137","L 3","O 222.5"
"Bucks","19-Oct","BK","W 127-104","W -1.5","U 234"
"Bucks","9-Apr","@ TOR","L 105-121","L 4","O 220.5"
"Bucks","7-Apr","MEM","L 114-137","L 7.5","O 230"
"Bucks","5-Apr","CHI","W 105-92","W -5","U 230.5"
"Bucks","4-Apr","@ WAS","W 140-128","L -14.5","O 231"
"Bucks","2-Apr","PHI","W 117-104","W -5","U 235.5"
"Bucks","30-Mar","BOS","L 99-140","L -2","O 237.5"
"Bucks","29-Mar","@ IND","W 149-136","W -12.5","O 238"
"Bucks","27-Mar","@ DET","W 126-117","L -11.5","O 226.5"
"Bucks","25-Mar","@ DEN","L 106-129","L 3","U 237"
"Bucks","24-Mar","@ UTA","W 144-116","W -9.5","O 234"
"Bucks","22-Mar","SA","W 130-94","W -19","U 237.5"
"Bucks","19-Mar","TOR","W 118-111","L -7.5","U 233.5"
"Bucks","16-Mar","IND","L 123-139","L -12","O 236.5"
"Bucks","14-Mar","@ PHO","W 116-104","W -1","U 231"
"Bucks","13-Mar","@ SAC","W 133-124","W -3.5","O 246.5"
"Bucks","11-Mar","@ GS","L 116-125 (OT)","L 3.5","O 240.5"
"Bucks","9-Mar","BK","W 118-113","L -9.5","U 234"
"Bucks","7-Mar","@ ORL","W 134-123","W -2.5","O 229"
"Bucks","5-Mar","@ WAS","W 117-111","W -5.5","U 229"
"Bucks","4-Mar","PHI","L 130-133","L -5","O 233"
"Bucks","1-Mar","ORL","W 139-117","W -8.5","O 229.5"
"Bucks","28-Feb","@ BK","W 118-104","W -6.5","U 231.5"
"Bucks","26-Feb","PHO","W 104-101","L -3.5","U 231.5"
"Bucks","24-Feb","MIA","W 128-99","W -5.5","O 223.5"
"Bucks","16-Feb","@ CHI","W 112-100","W -7.5","U 229.5"
"Bucks","14-Feb","BOS","W 131-125 (OT)","L -9.5","O 226.5"
"Bucks","10-Feb","@ LAC","W 119-106","W -2.5","U 228.5"
"Bucks","9-Feb","@ LAL","W 115-106","W -8","U 235"
"Bucks","6-Feb","@ POR","W 127-108","W -4","U 241"
"Bucks","4-Feb","MIA","W 123-115","W -6","O 224"
"Bucks","2-Feb","LAC","W 106-105","L -4","U 230"
"Bucks","31-Jan","CHA","W 124-115","L -11","U 244.5"
"Bucks","29-Jan","NO","W 135-110","W -10.5","O 229.5"
"Bucks","27-Jan","@ IND","W 141-131","W -6.5","O 238.5"
"Bucks","25-Jan","DEN","W 107-99","L -12.5","U 228.5"
"Bucks","23-Jan","@ DET","W 150-130","W -11","O 236"
"Bucks","21-Jan","@ CLE","L 102-114","L 3","U 217.5"
"Bucks","17-Jan","TOR","W 130-122","W -1.5","O 221.5"
"Bucks","16-Jan","IND","W 132-119","W -5","O 227.5"
"Bucks","14-Jan","@ MIA","L 95-111","L 4","U 213.5"
"Bucks","12-Jan","@ MIA","L 102-108","L 5.5","U 211.5"
"Bucks","11-Jan","@ ATL","W 114-105","W -4.5","U 227"
"Bucks","9-Jan","@ NY","W 111-107","W 1","U 219.5"
"Bucks","6-Jan","CHA","L 109-138","L -10","O 229.5"
"Bucks","4-Jan","@ TOR","W 104-101 (OT)","W 5.5","U 223.5"
"Bucks","3-Jan","WAS","W 123-113","W -7.5","O 232"
"Bucks","1-Jan","WAS","L 95-118","L -2","U 221.5"
"Bucks","30-Dec","MIN","W 123-114","W -7.5","O 229"
"Bucks","28-Dec","@ CHI","L 113-119 (OT)","L -2.5","O 231"
"Bucks","25-Dec","@ BOS","L 118-139","L 5.5","O 227.5"
"Bucks","23-Dec","@ BK","L 100-118","L 2.5","U 230.5"
"Bucks","21-Dec","@ CLE","L 106-114","L 2","O 215.5"
"Bucks","19-Dec","@ NO","W 128-119","W -1","O 228.5"
"Bucks","17-Dec","UTA","W 123-97","W -2","U 226.5"
"Bucks","15-Dec","@ MEM","L 101-142","L 3","O 226.5"
"Bucks","13-Dec","GS","W 128-111","W -3","O 232"
"Bucks","11-Dec","@ HOU","L 92-97","L -10","U 227"
"Bucks","9-Dec","@ DAL","W 106-105","P -1","U 224.5"
"Bucks","7-Dec","SAC","W 126-113","W -6.5","O 236"
"Bucks","5-Dec","@ ORL","W 109-102","L -10.5","U 227"
"Bucks","3-Dec","@ CHA","W 105-96","W -2","U 219.5"
"Bucks","2-Dec","LAL","L 129-133","L -8.5","O 230.5"
"Bucks","30-Nov","@ NY","W 109-103","P -6","U 228"
"Bucks","27-Nov","DAL","W 124-115","W -6","O 216.5"
"Bucks","25-Nov","CLE","W 117-102","W -4","O 215"
"Bucks","23-Nov","CHI","L 113-118","L -7.5","O 224"
"Bucks","21-Nov","POR","W 119-111","L -9.5","O 214.5"
"Bucks","18-Nov","@ PHI","L 102-110","L -1","U 212.5"
"Bucks","16-Nov","CLE","W 113-98","W -2","U 218"
"Bucks","14-Nov","ATL","L 106-121","L -3.5","O 225"
"Bucks","11-Nov","@ SA","L 93-111","L 2","U 219.5"
"Bucks","9-Nov","@ OKC","W 136-132 (OT)","W -1","O 214"
"Bucks","7-Nov","@ ATL","L 98-117","L -5.5","U 220"
"Bucks","5-Nov","OKC","W 108-94","W -5.5","U 220"
"Bucks","4-Nov","@ MIN","W 115-102","W -2","U 225"
"Bucks","2-Nov","DET","W 116-91","W -11.5","U 222.5"
"Bucks","31-Oct","DET","W 110-108","L -13.5","U 224.5"
"Bucks","29-Oct","ATL","W 123-115","W -5.5","O 228"
"Bucks","28-Oct","NY","W 119-108","W -6","O 223.5"
"Bucks","26-Oct","BK","W 110-99","W -3","U 228.5"
"Bucks","22-Oct","HOU","W 125-105","W -13","O 228"
"Bucks","20-Oct","@ PHI","W 90-88","W 4.5","U 224.5"
"Nuggets","16-May","@ POR","L 116-132","L 8.5","O 229"
"Nuggets","14-May","@ DET","W 104-91","W -8.5","U 217"
"Nuggets","13-May","@ MIN","W 114-103","W -2","U 231.5"
"Nuggets","11-May","@ CHA","W 117-112","L -6","O 223.5"
"Nuggets","8-May","BK","L 119-125","L 4","O 232"
"Nuggets","7-May","@ UTA","L 120-127","L 4.5","O 214.5"
"Nuggets","5-May","NY","W 113-97","W -3.5","U 214.5"
"Nuggets","3-May","@ LAL","L 89-93","L -4","U 214"
"Nuggets","1-May","@ LAC","W 110-104","W 5.5","U 221.5"
"Nuggets","29-Apr","TOR","W 121-111","W -5","O 219"
"Nuggets","28-Apr","NO","W 114-112","L -3.5","U 229.5"
"Nuggets","26-Apr","MEM","W 120-96","W -4","U 230"
"Nuggets","24-Apr","HOU","W 129-116","L -14","O 219.5"
"Nuggets","23-Apr","@ GS","L 97-118","L -2.5","U 228.5"
"Nuggets","21-Apr","@ POR","W 106-105","L -1.5","U 229"
"Nuggets","19-Apr","MEM","W 139-137 (OT)","L -7.5","O 226"
"Nuggets","16-Apr","@ HOU","W 128-99","W -9.5","U 227.5"
"Nuggets","14-Apr","MIA","W 123-106","W -5","O 210.5"
"Nuggets","12-Apr","@ GS","L 107-116","L -5","U 227.5"
"Nuggets","11-Apr","BOS","L 87-105","L -3.5","U 220.5"
"Nuggets","9-Apr","SA","W 121-119","L -6.5","O 220.5"
"Nuggets","7-Apr","SA","W 106-96","W -5","U 219.5"
"Nuggets","6-Apr","DET","W 134-119","W -11","O 213.5"
"Nuggets","4-Apr","ORL","W 119-109","L -17.5","O 213.5"
"Nuggets","1-Apr","@ LAC","W 101-94","W 2","U 220"
"Nuggets","30-Mar","PHI","W 104-95","W -5","U 220"
"Nuggets","28-Mar","ATL","W 126-102","W -5","O 221"
"Nuggets","26-Mar","@ NO","W 113-108","W -2.5","U 231.5"
"Nuggets","24-Mar","@ TOR","L 111-135","L -1.5","O 223.5"
"Nuggets","23-Mar","@ ORL","W 110-99","W -7.5","U 217.5"
"Nuggets","21-Mar","NO","L 108-113","L -6.5","U 230"
"Nuggets","19-Mar","CHI","W 131-127 (OT)","L -7","O 225"
"Nuggets","17-Mar","CHA","W 129-104","W -6.5","O 229"
"Nuggets","15-Mar","IND","W 121-106","W -4.5","O 222.5"
"Nuggets","13-Mar","DAL","L 103-116","L -1","U 225"
"Nuggets","12-Mar","@ MEM","W 103-102","L -2.5","U 228.5"
"Nuggets","4-Mar","@ IND","W 113-103","W -3.5","U 226"
"Nuggets","2-Mar","@ MIL","W 128-97","W 8","U 234"
"Nuggets","1-Mar","@ CHI","W 118-112","W -4.5","O 225.5"
"Nuggets","27-Feb","@ OKC","W 126-96","W -6.5","O 219.5"
"Nuggets","25-Feb","WAS","L 110-112","L -8","U 237"
"Nuggets","23-Feb","POR","W 111-106","L -6","U 230.5"
"Nuggets","21-Feb","@ ATL","L 115-123","L -2.5","O 231.5"
"Nuggets","19-Feb","@ CLE","W 120-103","W -9.5","U 225.5"
"Nuggets","17-Feb","@ WAS","L 128-130","L -4.5","O 234.5"
"Nuggets","16-Feb","@ BOS","L 99-112","L 2","U 222"
"Nuggets","14-Feb","LAL","W 122-105","W 3","O 219"
"Nuggets","12-Feb","OKC","W 97-95","L -11.5","U 222"
"Nuggets","10-Feb","CLE","W 133-95","W -9.5","O 217.5"
"Nuggets","8-Feb","MIL","L 112-125","L 2","O 233"
"Nuggets","6-Feb","@ SAC","L 114-119","L -2.5","O 226"
"Nuggets","4-Feb","@ LAL","L 93-114","L 4.5","U 217"
"Nuggets","31-Jan","UTA","W 128-117","W 2.5","O 219.5"
"Nuggets","29-Jan","@ SA","L 109-119","L -4","O 221"
"Nuggets","27-Jan","@ MIA","W 109-82","W -6","U 214.5"
"Nuggets","25-Jan","@ DAL","W 117-113","W -2","O 223"
"Nuggets","23-Jan","@ PHO","W 120-112 (OT)","W -2.5","O 215.5"
"Nuggets","22-Jan","@ PHO","W 130-126 (OT)","W 1","O 219"
"Nuggets","19-Jan","OKC","W 119-101","W -10","O 219.5"
"Nuggets","17-Jan","UTA","L 105-109","L 1.5","U 219"
"Nuggets","14-Jan","GS","W 114-104","W -4.5","U 226"
"Nuggets","12-Jan","@ BK","L 116-122","L 1.5","O 231.5"
"Nuggets","10-Jan","@ NY","W 114-89","W -5.5","U 214"
"Nuggets","9-Jan","@ PHI","W 115-103","L -13.5","O 216"
"Nuggets","7-Jan","DAL","L 117-124 (OT)","L -2.5","O 222"
"Nuggets","5-Jan","MIN","W 123-116","L -10.5","O 226"
"Nuggets","3-Jan","@ MIN","W 124-109","W -8.5","O 226"
"Nuggets","1-Jan","PHO","L 103-106","L -3.5","U 221"
"Nuggets","29-Dec","@ SAC","L 115-125","L 1","O 226"
"Nuggets","28-Dec","HOU","W 124-111","W -6.5","O 222.5"
"Nuggets","25-Dec","LAC","L 108-121","L 3.5","O 226.5"
"Nuggets","23-Dec","SAC","L 122-124 (OT)","L -7.5","O 227"
"Nuggets","10-Apr","LAL","L 141-146 (OT)","L -6","O 229.5"
"Nuggets","7-Apr","MEM","W 122-109","W -4","U 234"
"Nuggets","5-Apr","SA","L 97-116","L -9","U 235"
"Nuggets","3-Apr","@ LAL","W 129-118","W -6","O 231.5"
"Nuggets","1-Apr","MIN","L 130-136","L -3","O 241"
"Nuggets","30-Mar","@ IND","W 125-118","L -10","O 237"
"Nuggets","28-Mar","@ CHA","W 113-109","W -3","U 231.5"
"Nuggets","26-Mar","OKC","W 113-107","L -17.5","U 228"
"Nuggets","24-Mar","PHO","L 130-140","L -1.5","O 232"
"Nuggets","22-Mar","LAC","W 127-115","W -6.5","O 223"
"Nuggets","20-Mar","BOS","L 104-124","L 3","O 221"
"Nuggets","18-Mar","@ CLE","L 116-119 (OT)","L -2.5","O 226"
"Nuggets","16-Mar","@ WAS","W 127-109","W -6.5","O 229.5"
"Nuggets","14-Mar","@ PHI","W 114-110","W 3.5","U 225"
"Nuggets","12-Mar","TOR","L 115-127","L -7.5","O 221.5"
"Nuggets","10-Mar","GS","L 102-113","L -1","U 230.5"
"Nuggets","9-Mar","@ SAC","W 106-100","L -6.5","U 240.5"
"Nuggets","7-Mar","GS","W 131-124","L -8","O 220.5"
"Nuggets","6-Mar","NO","W 138-130 (OT)","W -4.5","O 229.5"
"Nuggets","4-Mar","HOU","W 116-101","W -8.5","U 234"
"Nuggets","2-Mar","OKC","L 107-119","L -15.5","P 226"
"Nuggets","27-Feb","@ POR","W 124-92","W -8.5","U 229"
"Nuggets","26-Feb","SAC","W 115-110","L -8.5","U 236"
"Nuggets","24-Feb","@ SAC","W 128-110","W -4","O 236.5"
"Nuggets","16-Feb","@ GS","W 117-116","W 5","O 227.5"
"Nuggets","14-Feb","ORL","W 121-111","L -11.5","O 222.5"
"Nuggets","12-Feb","@ TOR","W 110-109","W 5.5","U 222.5"
"Nuggets","11-Feb","@ BOS","L 102-108","W 7","U 218.5"
"Nuggets","8-Feb","NY","W 132-115","W -9","O 221"
"Nuggets","6-Feb","BK","W 124-104","W -8","P 228"
"Nuggets","4-Feb","NO","L 105-113","L -5","U 223"
"Nuggets","2-Feb","@ UTA","L 104-108","W 6.5","U 216.5"
"Nuggets","1-Feb","@ MIN","L 115-130","L 1","O 228.5"
"Nuggets","30-Jan","@ MIL","W 136-100","W 6.5","O 232"
"Nuggets","28-Jan","@ NO","W 116-105","W -4","U 222.5"
"Nuggets","26-Jan","@ BK","W 124-118","P -6","O 218.5"
"Nuggets","25-Jan","@ DET","W 110-105","L -7","U 219"
"Nuggets","23-Jan","DET","W 117-111","L -11.5","O 217"
"Nuggets","21-Jan","MEM","L 118-122","L -3.5","O 224.5"
"Nuggets","19-Jan","LAC","W 130-128 (OT)","L -9.5","O 213.5"
"Nuggets","16-Jan","UTA","L 102-125","L 5.5","O 223.5"
"Nuggets","15-Jan","LAL","W 133-96","W -4.5","O 226"
"Nuggets","13-Jan","POR","W 140-108","W -11.5","O 210.5"
"Nuggets","11-Jan","@ LAC","L 85-87","L -2.5","U 213.5"
"Nuggets","9-Jan","@ OKC","W 99-95","L -7","U 215.5"
"Nuggets","7-Jan","SAC","W 121-111","W -7.5","O 225"
"Nuggets","5-Jan","UTA","L 109-115","L -1","U 227"
"Nuggets","3-Jan","@ DAL","L 89-103","L 3","U 213"
"Nuggets","1-Jan","@ HOU","W 124-111","W -8","O 220.5"
"Nuggets","28-Dec","@ GS","W 89-86","W 8","U 217.5"
"Nuggets","26-Dec","@ LAC","W 103-100","L -4","U 212"
"Nuggets","23-Dec","CHA","L 107-115","L -2","U 230.5"
"Nuggets","22-Dec","@ OKC","L 94-108","L -6.5","U 214"
"Nuggets","17-Dec","@ ATL","W 133-115","W 3.5","O 225"
"Nuggets","15-Dec","MIN","L 107-124","L -4","O 223"
"Nuggets","13-Dec","WAS","W 113-107","W -3.5","O 215.5"
"Nuggets","11-Dec","@ SA","W 127-112","W -1","O 218.5"
"Nuggets","9-Dec","@ SA","L 111-123","L 2","O 217"
"Nuggets","8-Dec","@ NO","W 120-114 (OT)","W -1.5","O 213.5"
"Nuggets","6-Dec","@ CHI","L 97-109","L 2","U 213.5"
"Nuggets","4-Dec","@ NY","W 113-99","W 2.5","O 209.5"
"Nuggets","1-Dec","@ ORL","L 103-108","L -7.5","O 208.5"
"Nuggets","29-Nov","@ MIA","W 120-111","W 3","O 205.5"
"Nuggets","26-Nov","MIL","L 109-120","L 6.5","O 215"
"Nuggets","23-Nov","@ POR","L 100-119","L 10","O 212.5"
"Nuggets","21-Nov","@ PHO","L 97-126","L 10.5","O 208.5"
"Nuggets","19-Nov","CHI","L 108-114","L 3.5","O 205.5"
"Nuggets","18-Nov","PHI","L 89-103","L -7.5","U 209.5"
"Nuggets","15-Nov","@ DAL","L 101-111","L 5.5","O 209"
"Nuggets","14-Nov","POR","W 124-95","W -5.5","O 208"
"Nuggets","12-Nov","ATL","W 105-96","W -3.5","U 214"
"Nuggets","10-Nov","IND","W 101-98","W 3.5","U 204.5"
"Nuggets","8-Nov","MIA","W 113-96","W 2","O 203"
"Nuggets","6-Nov","HOU","W 95-94","L -11.5","U 215"
"Nuggets","3-Nov","@ MEM","L 106-108","L -1","U 216"
"Nuggets","1-Nov","@ MEM","L 97-106","L 1.5","U 215.5"
"Nuggets","30-Oct","@ MIN","W 93-91","W 1.5","U 219.5"
"Nuggets","29-Oct","DAL","W 106-75","W -4","U 216"
"Nuggets","26-Oct","@ UTA","L 110-122","L 7.5","O 219"
"Nuggets","25-Oct","CLE","L 87-99","L -9.5","U 220.5"
"Nuggets","22-Oct","SA","W 102-96","L -7","U 222"
"Nuggets","20-Oct","@ PHO","W 110-98","W 6","U 224.5"
"Nuggets","9-Apr","SAC","W 109-95","W 5","U 230.5"
"Nuggets","8-Apr","@ UTA","L 114-118","L -9.5","O 229"
"Nuggets","6-Apr","@ PHO","L 115-119","W 13","O 222.5"
"Nuggets","4-Apr","@ HOU","L 103-124","L -11","U 233"
"Nuggets","2-Apr","GS","W 112-110","W 3.5","U 231"
"Nuggets","31-Mar","@ PHO","L 93-100","W 13","U 223"
"Nuggets","30-Mar","NO","L 88-107","L -1.5","U 225.5"
"Nuggets","27-Mar","PHI","W 116-111","L -10","U 227.5"
"Nuggets","25-Mar","MIL","W 129-106","W -3","U 237"
"Nuggets","22-Mar","@ WAS","W 118-104","W -9","U 225"
"Nuggets","19-Mar","@ BK","W 108-102","W -3","U 229"
"Nuggets","18-Mar","@ NY","L 110-116","L -1","U 232"
"Nuggets","16-Mar","@ DET","W 119-100","W -15","U 229.5"
"Nuggets","14-Mar","@ TOR","L 110-125","L -1","O 228.5"
"Nuggets","12-Mar","BK","L 120-122","L -9","O 229"
"Nuggets","10-Mar","@ SA","L 120-128","L -12.5","O 236"
"Nuggets","8-Mar","CHI","L 96-117","L -8.5","U 226"
"Nuggets","6-Mar","TOR","W 118-113","L -6","O 229"
"Nuggets","3-Mar","MEM","W 113-97","W -5.5","U 235"
"Nuggets","28-Feb","@ HOU","W 133-112","W -12.5","O 232.5"
"Nuggets","26-Feb","LAC","W 134-124 (OT)","W -4","O 237"
"Nuggets","25-Feb","@ MEM","L 94-112","L 3","U 235.5"
"Nuggets","23-Feb","@ CLE","W 115-109","W 3","O 223.5"
"Nuggets","15-Feb","DAL","W 118-109","W -6.5","U 228.5"
"Nuggets","13-Feb","@ MIA","W 112-108","W -1","O 217.5"
"Nuggets","11-Feb","@ CHA","W 119-105","W -7","U 237.5"
"Nuggets","9-Feb","@ ORL","L 104-115","L -5","U 229.5"
"Nuggets","7-Feb","MIN","W 146-112","W -8","O 232.5"
"Nuggets","5-Feb","@ MIN","L 98-128","L 8.5","P 226"
"Nuggets","4-Feb","ATL","W 128-108","W -10","O 229"
"Nuggets","2-Feb","GS","W 134-117","W -7","O 238"
"Nuggets","31-Jan","NO","W 122-113","W -7","O 232"
"Nuggets","28-Jan","@ PHI","L 119-126","L 3","O 232"
"Nuggets","25-Jan","@ MIL","L 99-107","W 12.5","U 228.5"
"Nuggets","24-Jan","@ NO","W 99-98","L -3","U 232"
"Nuggets","22-Jan","OKC","L 99-101","L -3","U 233.5"
"Nuggets","20-Jan","IND","W 134-111","W -6","O 236.5"
"Nuggets","18-Jan","MIN","W 122-118","L -9","U 241"
"Nuggets","17-Jan","POR","W 122-113","W -5.5","U 239.5"
"Nuggets","15-Jan","ORL","W 119-116","L -11","O 234.5"
"Nuggets","13-Jan","@ LAC","W 115-103","W 5","U 221.5"
"Nuggets","11-Jan","PHO","W 126-97","W -14.5","U 226.5"
"Nuggets","9-Jan","LAL","W 122-109","W -12.5","U 237"
"Nuggets","6-Jan","CLE","W 121-108","W -5.5","O 221.5"
"Nuggets","5-Jan","LAC","W 122-91","W -4.5","U 230"
"Nuggets","2-Jan","@ MIN","L 111-124","L -4.5","O 231"
"Nuggets","1-Jan","BOS","W 123-111","W 3.5","O 233.5"
"Nuggets","30-Dec","MIA","W 124-119","W -4","O 224.5"
"Nuggets","28-Dec","@ SAC","L 126-127","W 3.5","O 237.5"
"Nuggets","27-Dec","@ SAC","W 113-106","W -3","U 236.5"
"Nuggets","25-Dec","PHO","W 128-125 (OT)","L -4","O 229.5"
"Nuggets","23-Dec","POR","W 120-107","W -6","U 233"
"Nuggets","20-Dec","MEM","W 105-91","W 1","U 235"
"Nuggets","18-Dec","CHA","W 119-115","L -9","U 236"
"Nuggets","16-Dec","@ LAL","L 108-126","L -1.5","U 236.5"
"Nuggets","14-Dec","WAS","W 141-128","W -11","O 224.5"
"Nuggets","10-Dec","UTA","W 115-110","L -11.5","U 228"
"Nuggets","8-Dec","@ POR","W 121-120","L -2","O 227.5"
"Nuggets","6-Dec","DAL","L 115-116","L -4.5","O 223.5"
"Nuggets","4-Dec","@ NO","L 106-121","L 1.5","U 230.5"
"Nuggets","2-Dec","@ ATL","L 109-117","L -4.5","O 224.5"
"Nuggets","30-Nov","HOU","W 120-100","W -11","U 230"
"Nuggets","28-Nov","HOU","W 129-113","W -11","O 228"
"Nuggets","25-Nov","@ LAC","W 114-104","W -4","U 219.5"
"Nuggets","23-Nov","@ OKC","W 131-126 (OT)","W -1.5","O 230"
"Nuggets","22-Nov","DET","L 108-110","L -11.5","U 227"
"Nuggets","20-Nov","@ DAL","W 98-97","W 10.5","U 218"
"Nuggets","18-Nov","@ DAL","L 99-127","L 10","O 216"
"Nuggets","16-Nov","NY","L 103-106","L -2","U 226"
"Nuggets","13-Nov","@ CHI","W 126-103","W -1.5","U 231"
"Nuggets","11-Nov","@ BOS","L 112-131","L 4.5","O 230.5"
"Nuggets","9-Nov","@ IND","W 122-119","L -5","O 235.5"
"Nuggets","7-Nov","@ SA","W 115-109","L -7.5","U 234"
"Nuggets","5-Nov","SA","W 126-101","W -11.5","U 236"
"Nuggets","3-Nov","@ OKC","W 122-110","W -6.5","O 228"
"Nuggets","30-Oct","@ LAL","L 110-121","L -2.5","O 229"
"Nuggets","28-Oct","UTA","W 117-101","W -7.5","U 232"
"Nuggets","26-Oct","LAL","W 110-99","W -5","U 230"
"Nuggets","24-Oct","@ POR","L 110-135","L -5","O 227.5"
"Nuggets","22-Oct","OKC","W 122-117","L -9","O 227.5"
"Nuggets","21-Oct","@ GS","W 128-123","W 5.5","O 230"
"Nuggets","19-Oct","@ UTA","L 102-123","L -6.5","U 225.5"
"Wolves","16-May","DAL","W 136-121","W 7","O 231"
"Wolves","15-May","BOS","L 108-124","L -5","U 233.5"
"Wolves","13-May","DEN","L 103-114","L 2","U 231.5"
"Wolves","11-May","@ DET","W 119-100","W -7.5","U 227.5"
"Wolves","9-May","@ ORL","W 128-96","W -7.5","U 232.5"
"Wolves","7-May","@ MIA","L 112-121","L 8","O 228.5"
"Wolves","5-May","MEM","L 135-139","L 3.5","O 238"
"Wolves","1-May","NO","L 136-140 (OT)","L 3.5","O 239"
"Wolves","29-Apr","GS","W 126-114","W 4.5","O 235"
"Wolves","27-Apr","@ HOU","W 114-107","W -2","U 234.5"
"Wolves","26-Apr","UTA","W 105-104","W 10","U 226.5"
"Wolves","24-Apr","@ UTA","W 101-96","W 12.5","U 231"
"Wolves","21-Apr","@ SAC","L 125-128","P 3","O 241"
"Wolves","20-Apr","@ SAC","W 134-120","W 3.5","O 240"
"Wolves","18-Apr","@ LAC","L 105-124","L 11","U 234"
"Wolves","16-Apr","MIA","W 119-111","W 7","O 222"
"Wolves","14-Apr","MIL","L 105-130","L 10","O 234"
"Wolves","13-Apr","BK","L 97-127","L 7.5","U 232.5"
"Wolves","11-Apr","CHI","W 121-117","W 3.5","O 232.5"
"Wolves","9-Apr","@ BOS","L 136-145 (OT)","P 9","O 227.5"
"Wolves","7-Apr","@ IND","L 137-141","L -2","O 233"
"Wolves","5-Apr","SAC","W 116-106","W 3.5","U 237.5"
"Wolves","3-Apr","@ PHI","L 113-122","W 13.5","O 226"
"Wolves","2-Apr","@ MEM","L 108-120","L 6.5","U 232.5"
"Wolves","31-Mar","NY","W 102-101","W 3","U 217"
"Wolves","29-Mar","@ BK","L 107-112","W 10.5","U 239.5"
"Wolves","27-Mar","HOU","L 107-129","L -4.5","O 230"
"Wolves","26-Mar","HOU","W 107-101","W -4.5","U 230"
"Wolves","24-Mar","DAL","L 108-128","L 8","O 230"
"Wolves","22-Mar","OKC","L 103-112","L -5","U 230.5"
"Wolves","19-Mar","@ PHO","L 101-113","L 11","U 233"
"Wolves","18-Mar","@ PHO","W 123-119","W 11","O 232"
"Wolves","16-Mar","@ LAL","L 121-137","L 7.5","O 224"
"Wolves","14-Mar","POR","W 114-112","W 5.5","U 235"
"Wolves","13-Mar","POR","L 121-125","W 5","O 235.5"
"Wolves","11-Mar","@ NO","W 135-105","W 8","O 238.5"
"Wolves","3-Mar","CHA","L 102-135","L 2","O 235.5"
"Wolves","28-Feb","PHO","L 99-118","L 10.5","U 224.5"
"Wolves","27-Feb","@ WAS","L 112-128","L 4","O 238"
"Wolves","24-Feb","@ CHI","L 126-133 (OT)","L 4.5","O 228.5"
"Wolves","23-Feb","@ MIL","L 112-139","L 10","O 232.5"
"Wolves","21-Feb","@ NY","L 99-103","L 3","U 217"
"Wolves","19-Feb","TOR","L 81-86","L 2.5","U 226"
"Wolves","17-Feb","IND","L 128-134 (OT)","L 5.5","O 225.5"
